Country,Year,Month,Name Of The Service Area Having Telephone Connections,"Total Telephone Connections  (UOM:Number), Scaling Factor:1000000"
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Mumbai,40.19
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Andhra Pradesh,90.14
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Assam,24.85
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Bihar,86.66
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Gujarat,70.36
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Haryana,28.11
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Himachal Pradesh,11.28
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Jammu & Kashmir,12.21
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Karnataka,70.79
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Kerala,46.04
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Madhya Pradesh,78.59
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Maharashtra,96.17
India,"Calendar Year (Jan - Dec), 2021","March, 2021",North East,12.55
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Odisha,34.56
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Punjab,39.54
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Rajasthan,66.77
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Tamil Nadu,84.41
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Uttar Pradesh (East),101.17
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Uttar Pradesh (West),63.96
India,"Calendar Year (Jan - Dec), 2021","March, 2021",West Bengal,56.55
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Kolkata,27.35
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Delhi,58.1
India,"Calendar Year (Jan - Dec), 2021","March, 2021",Mumbai,40.71
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Andhra Pradesh,89.458238
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Assam,24.567153
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Bihar,85.542566
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Gujarat,69.561221
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Haryana,27.794755
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Himachal Pradesh,11.214698
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Jammu & Kashmir,12.113175
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Karnataka,70.099157
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Kerala,46.222166
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Madhya Pradesh,77.323774
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Maharashtra,95.360511
India,"Calendar Year (Jan - Dec), 2021","February, 2021",North East,12.447027
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Odisha,34.219889
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Punjab,39.205464
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Rajasthan,66.287397
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Tamil Nadu,83.006548
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Uttar Pradesh (East),100.188191
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Uttar Pradesh (West),63.315643
India,"Calendar Year (Jan - Dec), 2021","February, 2021",West Bengal,55.985533
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Kolkata,27.004308
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Delhi,57.183687
India,"Calendar Year (Jan - Dec), 2021","February, 2021",Mumbai,39.629821
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Andhra Pradesh,89.422667
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Assam,24.406135
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Bihar,85.648301
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Gujarat,69.002926
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Haryana,27.417578
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Himachal Pradesh,11.242895
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Jammu & Kashmir,12.094077
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Karnataka,69.597565
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Kerala,46.070975
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Madhya Pradesh,76.751128
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Maharashtra,94.652172
India,"Calendar Year (Jan - Dec), 2021","January, 2021",North East,12.441262
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Odisha,34.06069
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Punjab,38.458745
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Rajasthan,66.088155
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Tamil Nadu,82.721101
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Uttar Pradesh (East),99.653639
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Uttar Pradesh (West),62.782056
India,"Calendar Year (Jan - Dec), 2021","January, 2021",West Bengal,55.462895
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Kolkata,26.95967
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Delhi,56.511054
India,"Calendar Year (Jan - Dec), 2021","January, 2021",Mumbai,37.936866
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Andhra Pradesh,88.995376
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Assam,24.172735
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Bihar,85.104667
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Gujarat,68.745851
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Haryana,27.362244
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Himachal Pradesh,11.143049
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Jammu & Kashmir,11.960104
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Karnataka,69.407681
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Kerala,45.976857
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Madhya Pradesh,76.227873
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Maharashtra,94.535189
India,"Calendar Year (Jan - Dec), 2020","December, 2020",North East,12.314179
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Odisha,33.720963
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Punjab,38.416046
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Rajasthan,65.63117
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Tamil Nadu,82.293246
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Uttar Pradesh (East),98.981055
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Uttar Pradesh (West),62.738146
India,"Calendar Year (Jan - Dec), 2020","December, 2020",West Bengal,55.108051
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Kolkata,26.876843
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Delhi,56.040955
India,"Calendar Year (Jan - Dec), 2020","December, 2020",Mumbai,38.009714
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Andhra Pradesh,88.854503
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Assam,23.994397
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Bihar,84.854105
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Gujarat,68.538581
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Haryana,27.720499
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Himachal Pradesh,11.065743
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Jammu & Kashmir,11.839826
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Karnataka,69.517445
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Kerala,45.81074
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Madhya Pradesh,77.427971
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Maharashtra,94.267349
India,"Calendar Year (Jan - Dec), 2020","November, 2020",North East,12.233415
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Odisha,33.555904
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Punjab,39.716331
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Rajasthan,65.555304
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Tamil Nadu,82.341568
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Uttar Pradesh (East),98.508133
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Uttar Pradesh (West),62.660896
India,"Calendar Year (Jan - Dec), 2020","November, 2020",West Bengal,55.021181
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Kolkata,26.834342
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Delhi,56.260411
India,"Calendar Year (Jan - Dec), 2020","November, 2020",Mumbai,38.645497
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Andhra Pradesh,88.534729
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Assam,23.858531
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Bihar,84.579072
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Gujarat,68.290377
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Haryana,27.673054
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Himachal Pradesh,11.03566
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Jammu & Kashmir,11.85228
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Karnataka,69.445733
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Kerala,45.532224
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Madhya Pradesh,76.661067
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Maharashtra,93.75166
India,"Calendar Year (Jan - Dec), 2020","October, 2020",North East,12.160564
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Odisha,33.518589
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Punjab,39.657189
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Rajasthan,65.58033
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Tamil Nadu,81.944704
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Uttar Pradesh (East),98.228577
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Uttar Pradesh (West),62.298175
India,"Calendar Year (Jan - Dec), 2020","October, 2020",West Bengal,55.041394
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Kolkata,26.818648
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Delhi,56.117362
India,"Calendar Year (Jan - Dec), 2020","October, 2020",Mumbai,39.143103
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Andhra Pradesh,88.315789
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Assam,23.756442
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Bihar,84.473656
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Gujarat,67.747626
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Haryana,27.595641
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Himachal Pradesh,11.001241
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Jammu & Kashmir,11.88419
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Karnataka,69.191678
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Kerala,45.463221
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Madhya Pradesh,76.47229
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Maharashtra,93.069202
India,"Calendar Year (Jan - Dec), 2020","September, 2020",North East,12.088161
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Odisha,33.509437
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Punjab,39.508617
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Rajasthan,65.637409
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Tamil Nadu,81.416679
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Uttar Pradesh (East),98.140262
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Uttar Pradesh (West),62.244044
India,"Calendar Year (Jan - Dec), 2020","September, 2020",West Bengal,55.065961
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Kolkata,26.792101
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Delhi,55.856607
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Mumbai,39.269202
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Andhra Pradesh,87.877039
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Assam,23.742871
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Bihar,84.402792
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Gujarat,68.00779
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Haryana,27.652418
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Himachal Pradesh,11.028384
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Jammu & Kashmir,11.800188
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Karnataka,68.971953
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Kerala,45.725284
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Madhya Pradesh,75.950126
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Maharashtra,93.486246
India,"Calendar Year (Jan - Dec), 2020","August, 2020",North East,12.022679
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Odisha,33.47704
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Punjab,39.382218
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Rajasthan,65.3832
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Tamil Nadu,81.26567
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Uttar Pradesh (East),98.292059
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Uttar Pradesh (West),62.76732
India,"Calendar Year (Jan - Dec), 2020","August, 2020",West Bengal,54.669253
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Kolkata,26.829045
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Delhi,55.583189
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Mumbai,39.378855
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Andhra Pradesh,87.74744
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Assam,23.60256
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Bihar,83.682543
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Gujarat,67.495914
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Haryana,27.483715
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Himachal Pradesh,10.907223
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Jammu & Kashmir,11.993396
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Karnataka,68.66744
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Kerala,45.304263
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Madhya Pradesh,75.958588
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Maharashtra,92.688193
India,"Calendar Year (Jan - Dec), 2020","July, 2020",North East,11.974933
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Odisha,33.298232
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Punjab,39.301854
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Rajasthan,65.086052
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Tamil Nadu,82.425426
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Uttar Pradesh (East),99.694939
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Uttar Pradesh (West),62.19225
India,"Calendar Year (Jan - Dec), 2020","July, 2020",West Bengal,54.81925
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Kolkata,26.533704
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Delhi,55.480858
India,"Calendar Year (Jan - Dec), 2020","July, 2020",Mumbai,39.223914
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Andhra Pradesh,87.664626
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Assam,23.59992
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Bihar,83.848825
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Gujarat,67.195439
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Haryana,27.506776
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Himachal Pradesh,10.830829
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Jammu & Kashmir,11.930385
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Karnataka,68.80576
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Kerala,45.086306
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Madhya Pradesh,75.185837
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Maharashtra,92.592081
India,"Calendar Year (Jan - Dec), 2020","June, 2020",North East,11.973775
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Odisha,33.176103
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Punjab,39.200978
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Rajasthan,64.845476
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Tamil Nadu,82.447482
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Uttar Pradesh (East),98.270075
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Uttar Pradesh (West),62.338977
India,"Calendar Year (Jan - Dec), 2020","June, 2020",West Bengal,54.986317
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Kolkata,26.013609
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Delhi,55.327068
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Mumbai,39.531122
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Andhra Pradesh,87.914733
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Assam,23.496688
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Bihar,83.961609
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Gujarat,67.12602
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Haryana,27.531387
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Himachal Pradesh,10.78456
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Jammu & Kashmir,11.90806
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Karnataka,68.88433
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Kerala,44.752977
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Madhya Pradesh,75.201048
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Maharashtra,92.563331
India,"Calendar Year (Jan - Dec), 2020","May, 2020",North East,11.97127
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Odisha,33.242332
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Punjab,39.372192
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Rajasthan,65.107961
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Tamil Nadu,82.693003
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Uttar Pradesh (East),98.27143
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Uttar Pradesh (West),62.569875
India,"Calendar Year (Jan - Dec), 2020","May, 2020",West Bengal,54.834178
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Kolkata,26.014606
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Delhi,55.566974
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Mumbai,39.810072
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Andhra Pradesh,88.329847
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Assam,23.625085
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Bihar,83.634257
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Gujarat,67.633631
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Haryana,27.719208
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Himachal Pradesh,10.842518
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Jammu & Kashmir,11.94108
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Karnataka,69.077009
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Kerala,44.603361
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Madhya Pradesh,75.480096
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Maharashtra,92.780602
India,"Calendar Year (Jan - Dec), 2020","April, 2020",North East,12.007582
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Odisha,33.324727
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Punjab,39.566329
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Rajasthan,65.471743
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Tamil Nadu,83.111811
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Uttar Pradesh (East),98.312188
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Uttar Pradesh (West),63.069092
India,"Calendar Year (Jan - Dec), 2020","April, 2020",West Bengal,55.242998
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Kolkata,26.165604
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Delhi,56.005982
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Mumbai,40.276261
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Andhra Pradesh,89.07101
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Assam,23.720985
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Bihar,84.882817
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Gujarat,68.795414
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Haryana,27.912497
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Himachal Pradesh,10.888377
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Jammu & Kashmir,11.981508
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Karnataka,69.723665
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Kerala,44.975881
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Madhya Pradesh,75.85327
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Maharashtra,94.112503
India,"Calendar Year (Jan - Dec), 2020","March, 2020",North East,12.11354
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Odisha,33.532979
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Punjab,39.834984
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Rajasthan,65.984515
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Tamil Nadu,83.801347
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Uttar Pradesh (East),97.123954
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Uttar Pradesh (West),63.629734
India,"Calendar Year (Jan - Dec), 2020","March, 2020",West Bengal,55.238012
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Kolkata,26.351958
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Delhi,56.577704
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Mumbai,40.688011
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Andhra Pradesh,89.268224
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Assam,24.050505
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Bihar,84.594242
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Gujarat,68.107027
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Haryana,28.218888
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Himachal Pradesh,10.916561
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Jammu & Kashmir,11.892045
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Karnataka,69.771407
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Kerala,45.331762
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Madhya Pradesh,74.962432
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Maharashtra,94.809774
India,"Calendar Year (Jan - Dec), 2020","February, 2020",North East,12.207852
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Odisha,33.581612
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Punjab,40.048571
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Rajasthan,66.36449
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Tamil Nadu,84.184809
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Uttar Pradesh (East),97.317463
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Uttar Pradesh (West),63.993641
India,"Calendar Year (Jan - Dec), 2020","February, 2020",West Bengal,55.795909
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Kolkata,26.441657
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Delhi,56.799195
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Mumbai,41.007146
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Andhra Pradesh,88.713769
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Assam,23.739756
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Bihar,84.383727
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Gujarat,68.880505
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Haryana,28.160495
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Himachal Pradesh,10.888496
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Jammu & Kashmir,11.652183
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Karnataka,69.466185
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Kerala,45.278943
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Madhya Pradesh,75.343558
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Maharashtra,94.738271
India,"Calendar Year (Jan - Dec), 2020","January, 2020",North East,12.152456
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Odisha,33.376364
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Punjab,39.816091
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Rajasthan,66.016878
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Tamil Nadu,83.743442
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Uttar Pradesh (East),96.712017
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Uttar Pradesh (West),63.664108
India,"Calendar Year (Jan - Dec), 2020","January, 2020",West Bengal,55.411487
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Kolkata,26.291575
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Delhi,56.391348
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Mumbai,41.003242
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Andhra Pradesh,88.278409
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Assam,23.708908
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Bihar,84.485554
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Gujarat,68.501429
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Haryana,28.044845
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Himachal Pradesh,10.889279
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Jammu & Kashmir,10.444208
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Karnataka,69.451731
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Kerala,45.213211
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Madhya Pradesh,75.692411
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Maharashtra,93.977274
India,"Calendar Year (Jan - Dec), 2019","December, 2019",North East,12.206444
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Odisha,33.220772
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Punjab,39.796719
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Rajasthan,65.806668
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Tamil Nadu,83.698887
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Uttar Pradesh (East),96.08268
