time_id,location_id,service_id,value
82,1,1,199220.005328
83,1,1,207031.852052
84,1,1,208543.752401
85,1,1,207215.610429
86,1,1,204341.126299
87,1,1,208906.75665
88,1,1,228664.559675
89,1,1,201239.590242
90,1,1,198961.737173
91,1,1,207375.337901
92,1,1,206164.652803
93,1,1,203690.84852
94,1,1,204933.463459
95,1,1,222749.078729
96,1,1,218714.037772
97,1,1,213892.939979
98,1,1,241182.967665
99,1,1,241074.45743100002
100,1,1,239243.11037130002
101,1,1,235983.97934800002
102,1,1,233447.668383
103,1,1,242709.5975494
104,1,1,242918.4386301
105,1,1,239707.823123
106,1,1,242173.70371000003
107,1,1,238722.3049167
108,1,1,240084.1916278
109,1,1,242023.0300974
110,1,1,229428.35103803698
111,1,1,242123.167061964
112,1,1,242917.58484121098
113,1,1,236442.488463089
114,1,1,232561.84579
115,1,1,241854.595227722
116,1,1,236980.56018982298
117,1,1,241329.005047537
118,1,1,232346.289593937
119,1,1,241188.32985693403
120,1,1,240943.867315021
121,1,1,241197.74259006602
122,1,1,236719.012795794
123,1,1,233549.743983114
124,1,1,228026.528344338
125,1,1,245264.226582926
126,1,1,244290.02264583198
127,1,1,232947.020655075
128,1,1,232693.656846499
129,1,1,237348.736865299
130,1,1,233096.68782245502
131,1,1,229274.237365726
132,1,1,235570.574583726
133,1,1,233973.836022823
134,1,1,227147.841604037
135,1,1,224753.208130338
136,1,1,226488.476982592
137,1,1,229455.054775503
138,1,1,228089.888905105
139,1,1,225353.675216969
140,1,1,226070.55559536698
141,1,1,227167.51675850298
142,1,1,225525.046906037
143,1,1,226070.105998099
144,1,1,226128.10021309898
145,1,1,226386.665355419
146,1,1,234089.35424227102
147,1,1,229949.247245281
148,1,1,227810.972155281
149,1,1,232285.634901912
1,2,1,16125407.770000001
2,2,1,18330832.96575
3,2,1,20854056.3141
4,2,1,24289437.22335
5,2,1,17441860.605
6,2,1,16604958.377
7,2,1,20124997.6567
8,2,1,19400792.914300002
9,2,1,17821724.52138
10,2,1,18853442.80932
11,2,1,23403851.6413
12,2,1,22568493.9249
13,2,1,21761468.3973
14,2,1,27356295.6513567
15,2,1,30256751.68379824
16,2,1,33453576.775960002
17,2,1,25880936.119
18,2,1,25148802.513
19,2,1,29604976.442928202
20,2,1,28842938.000872
21,2,1,26742998.87409667
22,2,1,28032275.994933
23,2,1,32568301.26803
24,2,1,31652373.58535524
25,2,1,30911549.705323998
26,2,1,36239936.768199995
27,2,1,37626609.320297
28,2,1,38478114.325601004
29,2,1,34796463.84842
30,2,1,34141059.746582
31,2,1,37171512.921945006
32,2,1,36670174.495541
33,2,1,35565785.213814996
34,2,1,36110543.359748
35,2,1,38407241.635533
36,2,1,38359106.334134
37,2,1,38050688.362163
38,2,1,39575542.471258
39,2,1,39443344.919207
40,2,1,37476156.679949
41,2,1,39031046.929059
42,2,1,38727451.801324
43,2,1,39300856.315107
44,2,1,39547405.470907
45,2,1,39170978.154459
46,2,1,39043086.465358004
47,2,1,38840403.083849005
48,2,1,39589538.001849
49,2,1,39619306.263149
50,2,1,37891922.925
51,2,1,38331156.903
52,2,1,38480478.856
53,2,1,37583642.6941
54,2,1,37381669.1427
55,2,1,38441360.311
56,2,1,38151838.084
57,2,1,37726798.342
58,2,1,37787114.449
59,2,1,38274278.574
60,2,1,38065761.228
61,2,1,37934316.876
62,2,1,39428639.563
63,2,1,39980226.37
64,2,1,41357362.83
65,2,1,39326859.725
66,2,1,38910346.727
67,2,1,39692073.385
68,2,1,39439238.935
69,2,1,39360121.453999996
70,2,1,39384772.616
71,2,1,41082350.176
72,2,1,40642596.289
73,2,1,40362731.481
74,2,1,42081461.473
75,2,1,42691844.495
76,2,1,43718891.751
77,2,1,41999024.033
78,2,1,41737019.247
79,2,1,42399121.879
80,2,1,42160669.227
81,2,1,42172622.608
82,2,1,41955783.096999995
83,2,1,43587596.276
84,2,1,43355610.622999996
85,2,1,42943452.136
86,2,1,43377986.346999995
87,2,1,42897836.114
88,2,1,47860964.372999996
89,2,1,43877610.285
90,2,1,43837151.8
91,2,1,43149610.805
92,2,1,42980746.58
93,2,1,43756141.05
94,2,1,43324114.394
95,2,1,46411613.537
96,2,1,45382537.615
97,2,1,43836273.166600004
98,2,1,50041866.778
99,2,1,49915871.283
100,2,1,49421404.8905
101,2,1,49376854.495
102,2,1,48878154.337
103,2,1,49930299.396
104,2,1,50259827.014
105,2,1,49787590.986
106,2,1,50049230.597
107,2,1,49244303.4874
108,2,1,50133027.317999996
109,2,1,49990335.904
110,2,1,49364136.19455
111,2,1,50667888.891969
112,2,1,51120763.765589
113,2,1,49611446.75493
114,2,1,49349403.8731
115,2,1,50415499.919819005
116,2,1,50222071.274955
117,2,1,50192433.726550005
118,2,1,49576413.09255
119,2,1,50895096.822757006
120,2,1,50853786.086304
121,2,1,50675473.686948
122,2,1,50757530.122577995
123,2,1,51300970.603679
124,2,1,51008548.696473
125,2,1,51603025.325378
126,2,1,51502485.786295
127,2,1,51181487.247962005
128,2,1,50980265.147707
129,2,1,50837095.437682
130,2,1,50633513.474398
131,2,1,51127977.521716
132,2,1,51670340.076867
133,2,1,51343481.200301
134,2,1,51078095.497907
135,2,1,50730012.687907
136,2,1,51357255.163671106
137,2,1,51612572.560058005
138,2,1,51279398.492077
139,2,1,50659150.55538
140,2,1,50616186.273322
141,2,1,51496753.23236
142,2,1,50769858.635907
143,2,1,51273011.7917678
144,2,1,51097348.2068816
145,2,1,50975061.300713494
146,2,1,51942264.8759149
147,2,1,51619023.7344253
148,2,1,51605767.3524253
149,2,1,52010959.4333301
1,3,1,76793.89413
2,3,1,95072.68664
3,3,1,122687.032428
4,3,1,139545.80752113
5,3,1,83017.52712
6,3,1,79213.96095
7,3,1,119324.981474
8,3,1,115980.01089030001
9,3,1,90652.25379
10,3,1,97698.37569
11,3,1,134169.815115
12,3,1,127976.14170499999
13,3,1,125620.86499300001
14,3,1,165964.9322942
15,3,1,181717.08102134
16,3,1,193987.2534791
17,3,1,154082.015567
18,3,1,148175.3225542
19,3,1,177723.479749
20,3,1,174245.372989
21,3,1,160520.6788631
22,3,1,170103.852717
23,3,1,191458.3918758
24,3,1,188699.29297190002
25,3,1,187087.0273033
26,3,1,222736.98668174
27,3,1,241558.250536954
28,3,1,249897.369119351
29,3,1,207738.580901548
30,3,1,196484.403053137
31,3,1,238477.73844063602
32,3,1,234418.77830274001
33,3,1,217195.057743285
34,3,1,230531.01483774
35,3,1,248316.72479301502
36,3,1,248255.507543816
37,3,1,245194.977975061
38,3,1,262440.404195672
39,3,1,275198.772826201
40,3,1,264173.683494617
41,3,1,253322.511608196
42,3,1,249313.19035656
43,3,1,275187.738609727
44,3,1,270312.941559305
45,3,1,257515.00091056002
46,3,1,264780.293476828
47,3,1,269283.312902779
48,3,1,270402.515239779
49,3,1,277383.60864299
50,3,1,274555.644132
51,3,1,281546.048588
52,3,1,289882.96032
53,3,1,266934.324169287
54,3,1,263781.167623617
55,3,1,280160.725082
56,3,1,278112.834486
57,3,1,270883.788571
58,3,1,274364.011485
59,3,1,288108.929985
60,3,1,283518.241423
61,3,1,283561.894611
62,3,1,286608.21574
63,3,1,290918.60492
64,3,1,310249.95196
65,3,1,284293.53888999997
66,3,1,281794.756869
67,3,1,290199.89939000004
68,3,1,288654.38317
69,3,1,284505.75866
70,3,1,288457.88338
71,3,1,304014.62065
72,3,1,298186.31593
73,3,1,294898.8442
74,3,1,316303.32459
75,3,1,323391.76729
76,3,1,322511.327336
77,3,1,315350.9656
78,3,1,316664.76327
79,3,1,323652.53762
80,3,1,319140.14667
81,3,1,314107.87771000003
82,3,1,317795.48351
83,3,1,323868.234
84,3,1,326992.64106
85,3,1,322353.97633
86,3,1,334773.88161
87,3,1,344052.87374
88,3,1,371631.25665
89,3,1,329064.38367
90,3,1,325349.08660000004
91,3,1,344310.40946
92,3,1,342546.83890000003
93,3,1,332044.49953000003
94,3,1,335735.61203
95,3,1,365778.67661
96,3,1,359766.992187
97,3,1,353844.700175
98,3,1,377237.395686
99,3,1,389197.43089200003
100,3,1,387349.758585
101,3,1,379693.915211
102,3,1,378790.167202
103,3,1,390015.505047
104,3,1,386206.190291
105,3,1,377615.79378099996
106,3,1,381778.41514299996
107,3,1,386529.447483
108,3,1,389114.175494
109,3,1,390071.099306
110,3,1,332997.4933
111,3,1,357136.25312999997
112,3,1,352763.19554999995
113,3,1,396964.16071
114,3,1,386837.55911000003
115,3,1,354039.2048
116,3,1,348325.95820999995
117,3,1,416250.88732000004
118,3,1,341551.52213
119,3,1,356125.4279
120,3,1,353957.70273
121,3,1,353504.57415
122,3,1,358658.49162
123,3,1,369982.71412
124,3,1,366164.93478
125,3,1,364654.1537
126,3,1,362424.7578
127,3,1,368313.25189
128,3,1,363832.66362
129,3,1,362416.68611
130,3,1,361533.73705
131,3,1,366550.07439
132,3,1,375910.62902
133,3,1,371728.93212
134,3,1,360274.80815
135,3,1,360493.79971
136,3,1,369251.43251
137,3,1,366740.80006000004
138,3,1,364581.20694
139,3,1,359059.71392
140,3,1,359056.78162
141,3,1,363443.47305
142,3,1,358965.24291
143,3,1,366870.12716
144,3,1,364728.97471
145,3,1,362610.13263
146,3,1,377063.93163
147,3,1,373262.71879
148,3,1,371573.54605999996
149,3,1,376410.46401
1,4,1,5224949.0
2,4,1,6095416.0
3,4,1,9561667.13669
4,4,1,10924882.37193
5,4,1,5538011.0
6,4,1,5374826.0
7,4,1,9271364.734
8,4,1,9012049.525009999
9,4,1,5810958.0
10,4,1,6277326.0
11,4,1,10528135.90312
12,4,1,10088123.23171
13,4,1,9848713.43079
14,4,1,12753494.99077
15,4,1,14128246.7759293
16,4,1,15061940.62341
17,4,1,11896208.46955
18,4,1,11452765.730796
19,4,1,13816435.75731
20,4,1,13547456.08427
21,4,1,12376088.11092
22,4,1,13149011.22211
23,4,1,14801509.16546
24,4,1,14540331.435125
25,4,1,14446518.892709
26,4,1,17012673.72806902
27,4,1,18656969.67591494
28,4,1,19562124.06299462
29,4,1,16020565.224863805
30,4,1,15299418.916928452
31,4,1,18393786.48958663
32,4,1,17975796.50944902
33,4,1,16568857.086252255
34,4,1,17601210.32791902
35,4,1,19370434.640432842
36,4,1,19189563.08010977
37,4,1,18920282.5366979
38,4,1,20283733.46169342
39,4,1,21183379.02666715
40,4,1,20293884.08232669
41,4,1,19548398.29579295
42,4,1,19631951.76332629
43,4,1,21294776.18501024
44,4,1,20992741.58908954
45,4,1,20015509.60388631
46,4,1,20572457.24756207
47,4,1,20528334.57785644
48,4,1,20754179.63984644
49,4,1,21247071.07410179
50,4,1,20724391.297199998
51,4,1,21117783.7117
52,4,1,21579599.3314
53,4,1,20309911.582926102
54,4,1,20222759.13068669
55,4,1,21099453.1318
56,4,1,21012285.4504
57,4,1,20496589.2354
58,4,1,20802187.631
59,4,1,21413295.6994
60,4,1,21195374.2705
61,4,1,21057850.7302
62,4,1,21882541.8474
63,4,1,22333967.0129
64,4,1,23430142.272
65,4,1,21722777.6483
66,4,1,21565546.5389
67,4,1,22171413.8861
68,4,1,22075883.6677
69,4,1,21694333.5929
70,4,1,22002940.2383
71,4,1,23107558.136
72,4,1,22744628.1978
73,4,1,22557708.6928
74,4,1,24431223.9017
75,4,1,25187753.2592
76,4,1,24964788.7265
77,4,1,23824030.4648
78,4,1,23689151.0058
79,4,1,25037700.1085
80,4,1,24754180.4324
81,4,1,24234598.5573
82,4,1,24637527.8174
83,4,1,25182809.4557
84,4,1,25525155.5551
85,4,1,25278850.1736
86,4,1,26450272.7709
87,4,1,27143547.0283
88,4,1,29295129.0382
89,4,1,25726973.1423
90,4,1,25279538.3917
91,4,1,27071323.9288
92,4,1,26931366.1855
93,4,1,26020575.2087
94,4,1,26634875.552
95,4,1,28727148.6472
96,4,1,28315750.1615
97,4,1,27816452.63574
98,4,1,30393203.7335
99,4,1,30820290.422
100,4,1,31336941.0265
101,4,1,30024139.7434
102,4,1,29794839.5743
103,4,1,30970919.4871
104,4,1,30849304.4676
105,4,1,30325714.304
106,4,1,30710681.0333
107,4,1,31177928.509800002
108,4,1,31053764.8576
109,4,1,30953159.2389
110,4,1,27482933.9621
111,4,1,29620207.178
112,4,1,29699385.726999998
113,4,1,31905875.3934
114,4,1,30956251.9922
115,4,1,29362147.0697
116,4,1,28866707.903
117,4,1,34024226.3773
118,4,1,28280215.9698
119,4,1,29696102.221
120,4,1,29611359.048
121,4,1,29532021.1712
122,4,1,31401806.4421
123,4,1,32194641.386
124,4,1,31865388.4753
125,4,1,30638623.595
126,4,1,30348191.638
127,4,1,31998317.958
128,4,1,31749818.4913
129,4,1,31139502.607
130,4,1,31547554.4884
131,4,1,31923163.0766
132,4,1,32911365.7187
133,4,1,32423446.799
134,4,1,31651591.3396
135,4,1,31758237.9977
136,4,1,32374163.6485
137,4,1,32216049.2913
138,4,1,31861904.5127
139,4,1,31587618.7412
140,4,1,31584828.6098
141,4,1,31799990.5328
142,4,1,31480461.2452
143,4,1,32145582.8538
144,4,1,31964219.9483
145,4,1,31817279.1801
146,4,1,33481661.804
147,4,1,32854602.4967
148,4,1,32657800.5614
149,4,1,33207475.9136
1,5,1,12822155.8134
2,5,1,16079695.2914
3,5,1,20134678.4039
4,5,1,24141978.74157
5,5,1,14328402.4627
6,5,1,13537530.3667
7,5,1,19275799.13855
8,5,1,18352575.119000003
9,5,1,15289114.792
10,5,1,16867433.4877
11,5,1,22772901.4219
12,5,1,21699307.2767
13,5,1,20833087.23551
14,5,1,29227026.1873116
15,5,1,32884036.97480584
16,5,1,37544376.386252
17,5,1,26920293.886099998
18,5,1,25828291.984899998
19,5,1,31816210.963752
20,5,1,30975183.5992799
21,5,1,28076175.8121
22,5,1,29987737.8416
23,5,1,36547248.732329
24,5,1,35167152.28102784
25,5,1,33922978.279822
26,5,1,41569795.167679995
27,5,1,44090656.87444527
28,5,1,46325017.182931595
29,5,1,39563027.043976
30,5,1,38669766.794453
31,5,1,43712024.05116
32,5,1,43539563.24819
33,5,1,40657319.954898
34,5,1,42685351.79838
35,5,1,45546338.2035145
36,5,1,45475211.5584984
37,5,1,44710069.00972683
38,5,1,47263972.19364
39,5,1,46606237.205869995
40,5,1,46336649.88775
41,5,1,47512067.2189033
42,5,1,47011889.7396833
43,5,1,46998820.31608
44,5,1,47660964.937810004
45,5,1,48205236.4325433
46,5,1,47813298.78018
47,5,1,46940821.57695
48,5,1,46635964.807679996
49,5,1,46378697.41541
50,5,1,44766183.01302
51,5,1,45184469.100999996
52,5,1,44928692.347
53,5,1,46115458.38102
54,5,1,45975489.27652
55,5,1,45456384.637
56,5,1,45571253.703999996
57,5,1,45791093.53802
58,5,1,45174557.115
59,5,1,45051148.224
60,5,1,44474525.524000004
61,5,1,44287460.622
62,5,1,47114545.962
63,5,1,48438032.551
64,5,1,49450122.723
65,5,1,46318748.619
66,5,1,45613102.293
67,5,1,48132111.91
68,5,1,47968746.021
69,5,1,46765769.063999996
70,5,1,47543621.86
71,5,1,48968097.854
72,5,1,49398964.327999994
73,5,1,48662745.225999996
74,5,1,53656414.53173
75,5,1,55492583.06155
76,5,1,54488625.6727
77,5,1,51571126.6039802
78,5,1,50606178.545
79,5,1,55224814.41855
80,5,1,55146998.531550005
81,5,1,52601662.500445
82,5,1,54385039.99646
83,5,1,56250349.8994
84,5,1,56360232.2192
85,5,1,55890774.084130004
86,5,1,56831117.212613
87,5,1,57240073.749
88,5,1,62462945.856
89,5,1,55615393.57
90,5,1,54703831.1067
91,5,1,57486155.701
92,5,1,57667631.67
93,5,1,56535343.965701
94,5,1,57456126.624
95,5,1,60999156.041999996
96,5,1,59654995.75
97,5,1,58140110.57439999
98,5,1,64497234.1118
99,5,1,64593567.0932
100,5,1,64005962.4608
101,5,1,63445745.061000004
102,5,1,63053338.122999996
103,5,1,65004586.823599994
104,5,1,65311578.9165
105,5,1,64214280.455
106,5,1,65111086.182900004
107,5,1,63845543.6646
108,5,1,63557162.0695
109,5,1,64244705.9064
110,5,1,62437771.3992528
111,5,1,66672152.12149603
112,5,1,66888438.12012592
113,5,1,65161608.975824
114,5,1,63654750.27946
115,5,1,65688280.68820241
116,5,1,64242114.96420241
117,5,1,67272667.4605528
118,5,1,62836932.8913528
119,5,1,66494002.910267755
120,5,1,66408183.32957055
121,5,1,66461082.18078328
122,5,1,64855644.3062084
123,5,1,64905691.7364801
124,5,1,64030974.40661959
125,5,1,67662578.36956939
126,5,1,67284156.6474721
127,5,1,64967407.5784801
128,5,1,64978009.062463805
129,5,1,64606647.1478921
130,5,1,64936361.7115666
131,5,1,64358429.10611561
132,5,1,65199511.9001156
133,5,1,64726065.5651156
134,5,1,63388883.0878905
135,5,1,63953631.61169329
136,5,1,64463611.726263
137,5,1,64116879.0438905
138,5,1,63954980.2336196
139,5,1,63408568.102599695
140,5,1,63536879.4412351
141,5,1,64336444.7428905
142,5,1,63623758.339890495
143,5,1,64279026.9124363
144,5,1,64075328.1299981
145,5,1,64000731.192954205
146,5,1,65729328.127139494
147,5,1,64822937.7061594
148,5,1,64910537.2441594
149,5,1,65660320.8856076
1,6,1,484956.55167
2,6,1,549983.88523
3,6,1,588508.45746
4,6,1,670144.54848
5,6,1,519018.24052
6,6,1,503308.88509
7,6,1,575947.09985
8,6,1,566075.5802
9,6,1,541423.3219
10,6,1,556628.42139
11,6,1,649389.06799
12,6,1,628155.30845
13,6,1,608467.71554
14,6,1,749297.8519353641
15,6,1,842966.704860335
16,6,1,978212.916139425
17,6,1,707389.7078
18,6,1,687204.11647
19,6,1,818319.13995347
20,6,1,793545.32913854
21,6,1,731167.122039399
22,6,1,773045.79671
23,6,1,934156.5542945049
24,6,1,898563.615515205
25,6,1,871742.037734375
26,6,1,1058597.681048069
27,6,1,1126205.960969719
28,6,1,1152433.273470165
29,6,1,1012057.658452164
30,6,1,988884.696647807
31,6,1,1110293.520680461
32,6,1,1096843.748525879
33,6,1,1046280.956784458
34,6,1,1076085.030021452
35,6,1,1138708.197621998
36,6,1,1133937.194171237
37,6,1,1132153.197927012
38,6,1,1173823.07562368
39,6,1,1098238.67453523
40,6,1,1055030.34321643
41,6,1,1162160.792580855
42,6,1,1146633.347572471
43,6,1,1101162.08562209
44,6,1,1129913.11536128
45,6,1,1162484.411330725
46,6,1,1134039.90105368
47,6,1,1080138.25095166
48,6,1,1096388.17158274
49,6,1,1097832.0317480601
50,6,1,1075568.9135
51,6,1,1035722.6521300001
52,6,1,1033536.23319
53,6,1,1065222.42553004
54,6,1,1055620.16981437
55,6,1,1094006.2353
56,6,1,1084767.36419
57,6,1,1071921.20739
58,6,1,1082338.89515
59,6,1,1108436.72347
60,6,1,1101110.93242
61,6,1,1035920.46165
62,6,1,1138431.65732
63,6,1,1099434.69981
64,6,1,1124994.47336
65,6,1,1134649.04638
66,6,1,1114158.50053
67,6,1,1095781.75472
68,6,1,1095909.456
69,6,1,1135477.53971
70,6,1,1132484.09302
71,6,1,1120166.82301
72,6,1,1108401.97863
73,6,1,1102784.69125
74,6,1,1119209.93712
75,6,1,1125489.3062200001
76,6,1,1129310.15487
77,6,1,1123237.90896
78,6,1,1113851.2900699999
79,6,1,1123443.61345
80,6,1,1120748.09977
81,6,1,1114328.80523
82,6,1,1113589.77542
83,6,1,1127506.6212
84,6,1,1121250.8641
85,6,1,1131417.51531
86,6,1,1156628.27528
87,6,1,1171552.4322
88,6,1,1323531.28201
89,6,1,1145857.57199
90,6,1,1135046.63006
91,6,1,1166461.9211600001
92,6,1,1159237.99992
93,6,1,1154939.56377
94,6,1,1150957.43332
95,6,1,1281134.41688
96,6,1,1255712.9318
97,6,1,1210452.06763
98,6,1,1321477.51219
99,6,1,1351021.63528
100,6,1,1384969.01159
101,6,1,1374655.30392
102,6,1,1352017.88643
103,6,1,1349185.75797
104,6,1,1349315.46027
105,6,1,1308498.45156
106,6,1,1333638.66676
107,6,1,1382902.47189
108,6,1,1369793.7090999999
109,6,1,1358852.51922
110,6,1,1369615.4367352799
111,6,1,1424846.67063729
112,6,1,1430492.263618111
113,6,1,1369118.7482699
114,6,1,1363088.23284
115,6,1,1420959.0975372898
116,6,1,1400179.6050003
117,6,1,1385875.21707528
118,6,1,1381310.90047528
119,6,1,1430183.052065493
120,6,1,1427443.516063948
121,6,1,1422327.755866652
122,6,1,1427404.187078411
123,6,1,1444367.23340249
124,6,1,1422703.58290674
125,6,1,1431854.154836909
126,6,1,1432310.82302957
127,6,1,1432482.87400249
128,6,1,1430566.48296828
129,6,1,1427676.6889505568
130,6,1,1426004.094556265
131,6,1,1427211.17992039
132,6,1,1477185.6367740799
133,6,1,1457693.48838459
134,6,1,1415833.22304455
135,6,1,1408349.67906961
136,6,1,1372517.74618236
137,6,1,1432585.83524455
138,6,1,1423791.08039086
139,6,1,1405467.9255591
140,6,1,1401563.10720562
141,6,1,1425221.73374455
142,6,1,1407110.83214455
143,6,1,1419966.99382017
144,6,1,1417920.5369843799
145,6,1,1412555.15910541
146,6,1,1418302.11253292
147,6,1,1400644.71375395
148,6,1,1373820.98965395
149,6,1,1412906.0281255401
1,7,1,5399989.90414
2,7,1,6237050.1621
3,7,1,6246026.0773
4,7,1,7365466.0057
5,7,1,5800488.35156
6,7,1,5609631.74411
7,7,1,6027710.0422
8,7,1,5895621.9254
9,7,1,6045767.9858
10,7,1,6402608.8377
11,7,1,7008900.3736
12,7,1,6719792.2545
13,7,1,6485370.609
14,7,1,8635547.96303845
15,7,1,9458722.99418263
16,7,1,10811434.96571005
17,7,1,8030763.1274999995
18,7,1,7703205.5463
19,7,1,9209156.4306748
20,7,1,9055782.7298172
21,7,1,8321409.0797999995
22,7,1,8849378.7837
23,7,1,10439466.2880778
24,7,1,9964920.52602438
25,7,1,9626929.36367023
26,7,1,12169353.1909759
27,7,1,12634379.220550051
28,7,1,13050647.368425598
29,7,1,11515893.21696113
30,7,1,11176258.57642773
31,7,1,12561895.0006527
32,7,1,12524939.91819388
33,7,1,11924103.225857431
34,7,1,12375799.811025029
35,7,1,12963093.947800899
36,7,1,12837329.67939275
37,7,1,12727754.02596913
38,7,1,13495487.977952
39,7,1,13717026.958320498
40,7,1,13184402.3825216
41,7,1,13343467.62453823
42,7,1,13237782.610156551
43,7,1,13768234.7030432
44,7,1,13931757.0578058
45,7,1,13432582.554488529
46,7,1,13869904.9569276
47,7,1,13772310.8707359
48,7,1,13985407.9047099
49,7,1,13826646.0637896
50,7,1,13628704.88118
51,7,1,13940184.173301
52,7,1,14250116.524401
53,7,1,13381763.8216541
54,7,1,13229571.9884986
55,7,1,13872464.630901
56,7,1,13848643.317401
57,7,1,13573596.08753
58,7,1,13759723.281801
59,7,1,14090336.230101
60,7,1,14049888.889201
61,7,1,13912348.880901
62,7,1,14415294.326800998
63,7,1,14748058.418401001
64,7,1,15320096.266901
65,7,1,14519966.086701
66,7,1,14386745.282101
67,7,1,14619113.620701
68,7,1,14484078.381701
69,7,1,14436610.872101001
70,7,1,14363352.791001
71,7,1,15244441.663300999
72,7,1,14952220.928400999
73,7,1,14807181.970601
74,7,1,15883796.251339
75,7,1,16158691.518751
76,7,1,16704463.652651
77,7,1,15634605.688039001
78,7,1,15483445.842814
79,7,1,16076031.320139
80,7,1,16018256.169239
81,7,1,15800057.749439001
82,7,1,15945632.476239
83,7,1,16495397.512250999
84,7,1,16440784.154751
85,7,1,16324648.904750999
86,7,1,16949762.797151
87,7,1,16057234.634250998
88,7,1,17297749.871251002
89,7,1,16938178.570451
90,7,1,16811521.526551
91,7,1,16252420.469251
92,7,1,16382587.206251
93,7,1,17076280.629251
94,7,1,16418998.452251
95,7,1,17009115.852251
96,7,1,16752179.139851
97,7,1,16353714.981151
98,7,1,18253688.001251
99,7,1,18590247.756251
100,7,1,19021080.8198334
101,7,1,17967602.204251
102,7,1,17784956.081251
103,7,1,18451213.371551
104,7,1,18453024.423251
105,7,1,18096610.493251
106,7,1,18285183.647251
107,7,1,18928701.050533
108,7,1,18643260.570933
109,7,1,18600452.617441997
110,7,1,18629869.45504
111,7,1,19740461.5121388
112,7,1,20011172.3656507
113,7,1,17983356.53257
114,7,1,18009547.8264459
115,7,1,19517167.4266559
116,7,1,19161997.2925025
117,7,1,18341589.84146
118,7,1,18793159.18464
119,7,1,19950718.1077591
120,7,1,19901964.3881048
121,7,1,19929389.8508704
122,7,1,19554504.4942028
123,7,1,19581678.0762946
124,7,1,19483844.5959284
125,7,1,20158115.0090826
126,7,1,20126405.2123224
127,7,1,19550631.8102888
128,7,1,19619879.0365944
129,7,1,19463100.767934002
130,7,1,19603103.6501885
131,7,1,19423131.4304232
132,7,1,20185958.8877975
133,7,1,19625544.5590118
134,7,1,19488895.505431302
135,7,1,19597109.7454371
136,7,1,19647326.8780419
137,7,1,19344086.0504313
138,7,1,19414130.5560999
139,7,1,19601186.1741427
140,7,1,19402396.1898426
141,7,1,19576502.0084313
142,7,1,19407678.1646398
143,7,1,19962282.5570999
144,7,1,19765538.0725599
145,7,1,19719812.399982803
146,7,1,20350172.617749803
147,7,1,19934208.654164698
148,7,1,19787956.342164703
149,7,1,20263658.47166985
1,8,1,19972366.0
2,8,1,22450508.0
3,8,1,24414271.0
4,8,1,26709361.0
5,8,1,21022636.0
6,8,1,20438917.0
7,8,1,24049370.0
8,8,1,23444695.0
9,8,1,21980073.0
10,8,1,22982443.0
11,8,1,25773132.0
12,8,1,25214720.0
13,8,1,24841758.0
14,8,1,28971028.0
15,8,1,32745787.0
16,8,1,35554277.0
17,8,1,27740194.0
18,8,1,27315888.0
19,8,1,32043140.0
20,8,1,31047168.0
21,8,1,28299590.0
22,8,1,29908097.0
23,8,1,34653010.0
24,8,1,34080365.0
25,8,1,33491827.0
26,8,1,39957798.0
